"","win_status","h_avg_points","a_avg_points","h_avg_fg","a_avg_fg","h_avg_fga","a_avg_fga","h_avg_3p","a_avg_3p","h_avg_3pa","a_avg_3pa","h_avg_ft","a_avg_ft","h_avg_orb","a_avg_orb","h_avg_drb","a_avg_drb","h_avg_ast","a_avg_ast","h_avg_stl","a_avg_stl","h_avg_blk","a_avg_blk","h_avg_tov","a_avg_tov","h_avg_pf","a_avg_pf","h_avg_tsp","a_avg_tsp","h_avg_ortg","a_avg_ortg","h_avg_drtg","a_avg_drtg","h_win_perc","a_win_perc","h_back","a_back","gameid_cr","home_elo","away_elo"
"11","Away",109.8,105.933333333333,40.0666666666667,38.8,91,90.8,12.4,11.1333333333333,34.7333333333333,31,17.2666666666667,17.2,12.8666666666667,11.3333333333333,30.8,33.3333333333333,22.6666666666667,23,7.33333333333333,9.4,4,5.8,12.2,14.1333333333333,23.8666666666667,18.7333333333333,0.541733333333333,0.531133333333333,111.786666666667,105.753333333333,111.686666666667,111.013333333333,0.4,0.4,0,0,"BRKMIN1123",1466.49726857188,1487.29214439465
"12","Home",107.8,117.066666666667,40.2,43.8,88.9333333333333,92.0666666666667,9.6,9.73333333333333,28.6,28,17.8,19.7333333333333,11.9333333333333,12.1333333333333,32.6666666666667,35.4666666666667,18.7333333333333,26.5333333333333,7.06666666666667,6.6,5.6,6.13333333333333,15.2,15.1333333333333,22.9333333333333,22.5333333333333,0.544733333333333,0.566133333333333,108.46,112.813333333333,116.72,112.7,0.266666666666667,0.466666666666667,0,0,"NYKNOP1123",1378.61263740584,1584.70325492505
"13","Away",121.666666666667,102.066666666667,45.1333333333333,38.1333333333333,92.1333333333333,83.6666666666667,14.7333333333333,10.0666666666667,40.3333333333333,30.6666666666667,16.6666666666667,15.7333333333333,10.2666666666667,7.93333333333333,41.1333333333333,31.2666666666667,26.8666666666667,23.2,6.8,7.53333333333333,6.13333333333333,3.8,14.6,17.4666666666667,20.3333333333333,24.7333333333333,0.5992,0.553333333333333,117.206666666667,102.106666666667,103.586666666667,114.88,0.8,0.133333333333333,0,0,"MILPHO1123",1643.7521926868,1296.92290801289
"14","Home",109.866666666667,107.4,41.9333333333333,41.2,88.9333333333333,89.3333333333333,10.8,11.2,31.1333333333333,32.4,15.2,13.8,11.4666666666667,9.2,33,32.8,26.4666666666667,26.6666666666667,8.73333333333333,7.33333333333333,4.2,5.8,13.7333333333333,12.8666666666667,21.0666666666667,20.6,0.560133333333333,0.554933333333333,112.88,108.92,108.506666666667,109.366666666667,0.533333333333333,0.533333333333333,0,0,"DENORL1123",1576.04641169295,1415.20916888637
"15","Home",116.466666666667,112.2,43.2666666666667,40.6666666666667,87.3333333333333,89.2666666666667,11.7333333333333,11.4,29.8666666666667,31.8,18.2,19.4666666666667,9.53333333333333,11.4666666666667,35.6,37.7333333333333,28.7333333333333,20.1333333333333,7.2,6,6,4.53333333333333,13.6666666666667,14.1333333333333,21.6,20.6666666666667,0.597733333333333,0.565533333333333,116.8,112.806666666667,111.7,108.813333333333,0.666666666666667,0.666666666666667,0,0,"GSWPOR1123",1609.81634592034,1594.51490301704
"16","Home",103.2,106.266666666667,39.4,37.2,87.5333333333333,84.3333333333333,8.8,14.1333333333333,24,41.5333333333333,15.6,17.7333333333333,12.0666666666667,10.4666666666667,31.4,30.6,19.3333333333333,20.2666666666667,7.66666666666667,8.4,2.73333333333333,6.13333333333333,13.8,13.6666666666667,21.6,22.9333333333333,0.5366,0.564466666666667,107.44,110.933333333333,114.693333333333,109.78,0.2,0.6,1,0,"CLEHOU1124",1444.87763940462,1604.9452380007
"17","Home",106.666666666667,101.666666666667,39.3333333333333,37.6,91.2666666666667,85.6666666666667,11.2666666666667,10.0666666666667,30.4666666666667,28.5333333333333,16.7333333333333,16.4,11.4,7.46666666666667,32.6666666666667,34.2,23.0666666666667,21.4666666666667,9.8,8.13333333333333,5.26666666666667,4.53333333333333,13.6,15.8,18.9333333333333,20,0.533466666666667,0.537466666666667,106.773333333333,101.06,112.006666666667,111.126666666667,0.4,0.266666666666667,1,1,"MINCHI1124",1500.85465722639,1328.23876987493
"18","Away",113.133333333333,110.666666666667,42.7333333333333,42.5333333333333,92.6,89.4,10.2,11,30.4,30.8666666666667,17.4666666666667,14.6,12.7333333333333,11.4,35.2,33.3333333333333,22.1333333333333,27.2666666666667,11,8.66666666666667,5.13333333333333,4.26666666666667,13.8,13.9333333333333,21.8,20.9333333333333,0.548533333333333,0.565333333333333,111.593333333333,113.84,102.02,107.866666666667,0.8,0.533333333333333,1,1,"OKCDEN1124",1617.94650730743,1581.82657970922
"19","Home",110.466666666667,116.533333333333,39.6666666666667,43.5333333333333,87.8666666666667,92.2666666666667,10.2666666666667,9.6,32.9333333333333,28.3333333333333,20.8666666666667,19.8666666666667,9.6,12.4666666666667,31.2666666666667,35.7333333333333,23.6,26.7333333333333,8.4,6.2,5.66666666666667,5.73333333333333,14.1333333333333,15.3333333333333,21.7333333333333,22.6666666666667,0.5556,0.5624,108.86,112.526666666667,115.453333333333,112.873333333333,0.333333333333333,0.4,1,1,"WASNOP1124",1438.90070560825,1574.73538257782
"20","Home",116.6,111.866666666667,43.4666666666667,42.8666666666667,87.1333333333333,91.4666666666667,11.9333333333333,11.2,29.5333333333333,29.3333333333333,17.7333333333333,14.9333333333333,9.46666666666667,10.3333333333333,35.8666666666667,36.2666666666667,28.3333333333333,25.1333333333333,7.13333333333333,8.33333333333333,6.4,4.53333333333333,13.7333333333333,14.8666666666667,21.4666666666667,22.4,0.6018,0.552533333333333,117.16,107.446666666667,111.486666666667,108.426666666667,0.666666666666667,0.6,1,0,"GSWSAC1124",1622.76110554863,1467.69431451006
"21","Away",112.666666666667,107,42.9333333333333,40.8,90.2666666666667,88.4,10.8,11.0666666666667,28.8,32.2,16,14.3333333333333,10.5333333333333,8.93333333333333,35.6666666666667,32.2666666666667,23.4,26.4,8.73333333333333,7.4,5.93333333333333,5.8,15.8666666666667,13.1333333333333,20.5333333333333,20.8666666666667,0.563933333333333,0.556333333333333,110.26,108.533333333333,106.84,110.926666666667,0.733333333333333,0.466666666666667,0,0,"LALORL1125",1538.38170951728,1409.4290008701
"22","Home",104.066666666667,113.866666666667,38.2666666666667,42.5333333333333,88.6,90.3333333333333,10,12,34.6666666666667,34,17.5333333333333,16.8,9.73333333333333,9.86666666666667,33.2,34.2666666666667,23.6,25,8.86666666666667,6.6,5.93333333333333,5.73333333333333,17.4,12.6,23.3333333333333,19.6666666666667,0.526933333333333,0.5758,99.7933333333333,115.146666666667,113.32,108.906666666667,0.0666666666666667,0.6,0,0,"ATLCHO1125",1309.48696553482,1529.24018092623
"23","Away",109.8,111.8,39.7333333333333,38.8,90.4666666666667,85.3333333333333,12.4,11.3333333333333,35.4666666666667,30.8,17.9333333333333,22.8666666666667,12.9333333333333,10.2,30.8666666666667,36.1333333333333,22.8666666666667,25.8,6.93333333333333,6.33333333333333,4.2,4.46666666666667,12.4666666666667,15.8666666666667,24.2666666666667,24.1333333333333,0.543,0.570733333333333,111.726666666667,110.106666666667,113.453333333333,110.14,0.333333333333333,0.666666666666667,0,0,"BRKPHI1125",1452.93475574014,1566.35734734477
"24","Away",103.8,107.866666666667,37.4666666666667,39.9333333333333,80.3333333333333,88.4,10.1333333333333,9.73333333333333,27.3333333333333,28.8666666666667,18.7333333333333,18.2666666666667,7.06666666666667,12,32.2,32.8,24.0666666666667,18.7333333333333,9.33333333333333,7.26666666666667,5.46666666666667,6.13333333333333,13.0666666666667,15,23,23.2666666666667,0.568533333333333,0.546,108.706666666667,108.646666666667,103.84,115.846666666667,0.733333333333333,0.333333333333333,0,0,"MEMNYK1125",1481.90190782064,1388.58050975307
"25","Home",115.866666666667,107.333333333333,44.2,38.7333333333333,90.4,88.0666666666667,11.3333333333333,12,33.6666666666667,33,16.1333333333333,17.8666666666667,10.9333333333333,11.4666666666667,36.5333333333333,35.5333333333333,26,22.1333333333333,9.2,6.73333333333333,5.4,7,15.2,15.5333333333333,21.7333333333333,22.9333333333333,0.5856,0.543,113.88,107.066666666667,105,109.12,0.8,0.333333333333333,0,0,"TORMIA1125",1636.87294505818,1448.34346665187
"26","Away",112.133333333333,104.333333333333,42.6666666666667,37.8666666666667,92.2,83.4,11.0666666666667,9.6,29.1333333333333,31.3333333333333,15.7333333333333,19,10.6,9.46666666666667,36.5333333333333,32.0666666666667,25.0666666666667,23.7333333333333,8.26666666666667,8.6,4.4,5.66666666666667,14.3333333333333,14.6666666666667,22.7333333333333,23.1333333333333,0.548333333333333,0.545866666666667,107.62,105.58,107.733333333333,110.28,0.6,0.4,1,0,"SACUTA1125",1466.43745815038,1535.47354459319
"27","Away",110.133333333333,117,40,41.6,89.6666666666667,87.4666666666667,11.2666666666667,9.86666666666667,31.6,25.3333333333333,18.8666666666667,23.9333333333333,11.4666666666667,9.53333333333333,37.4,36.4666666666667,20,22.1333333333333,6.2,5.26666666666667,4.26666666666667,5.53333333333333,14.3333333333333,14,20.2666666666667,24.6666666666667,0.553666666666667,0.5832,110.373333333333,115.026666666667,109.226666666667,110.56,0.6,0.6,0,0,"PORLAC1125",1581.57014338875,1572.7820184139
"28","Home",114.066666666667,122.133333333333,42.4,45.2666666666667,90.3333333333333,91.0666666666667,12.0666666666667,14.1333333333333,34.4666666666667,40.2,17.2,17.4666666666667,9.73333333333333,9.13333333333333,33.5333333333333,40.8666666666667,24.8666666666667,27.2666666666667,6.73333333333333,6.73333333333333,5.73333333333333,5.66666666666667,12.2666666666667,14.3333333333333,19.5333333333333,20,0.575466666666667,0.6054,115.28,117.5,111.226666666667,105.433333333333,0.533333333333333,0.733333333333333,1,0,"CHOMIL1126",1523.28750116722,1632.75072170996
"29","Away",100.8,107.2,37,39.8666666666667,85.7333333333333,88.5333333333333,9.86666666666667,8.73333333333333,29.2,23.8666666666667,16.9333333333333,18.7333333333333,7.4,11,34.6666666666667,33.9333333333333,21.7333333333333,22.1333333333333,8.2,5.53333333333333,4.53333333333333,4.26666666666667,15.4,12.2,19.3333333333333,18.3333333333333,0.530533333333333,0.543733333333333,100.1,109.546666666667,110.766666666667,110.14,0.266666666666667,0.4,0,0,"CHISAS1126",1324.42959101536,1512.09249857458
"30","Home",114.8,106.6,42.6666666666667,40.7333333333333,86.8666666666667,88.8666666666667,11.6,11,29.6,32.2666666666667,17.8666666666667,14.1333333333333,9.6,8.8,36.1333333333333,32.7333333333333,27.7333333333333,26.5333333333333,7.06666666666667,7.6,6.46666666666667,5.66666666666667,13.6666666666667,13.0666666666667,21.6,20.9333333333333,0.593933333333333,0.5526,115.846666666667,107.62,111.48,108.78,0.666666666666667,0.533333333333333,0,1,"GSWORL1126",1624.01796190831,1421.64421809453
"31","Away",107.533333333333,106.666666666667,38.6,39.8,88.4666666666667,89.2666666666667,12.2666666666667,10.2666666666667,33.1333333333333,34.6,18.0666666666667,16.8,11.8,9.6,35,32.8666666666667,22.1333333333333,24.5333333333333,6.86666666666667,8.6,6.6,6,15,16.9333333333333,22.6,24,0.541133333333333,0.5386,107.546666666667,102.353333333333,110.233333333333,115.033333333333,0.333333333333333,0.133333333333333,0,0,"MIAATL1127",1445.65150239885,1315.43964529383
"32","Away",101.6,116.733333333333,37.0666666666667,44.2666666666667,80.6666666666667,90.4666666666667,10,11.3333333333333,27.6,33.8666666666667,17.4666666666667,16.8666666666667,7,10.9333333333333,32.2666666666667,36.7333333333333,23.7333333333333,25.9333333333333,9.06666666666667,8.86666666666667,6.46666666666667,5.33333333333333,12.4666666666667,14.7333333333333,22.6,21.9333333333333,0.5594,0.587266666666667,107.433333333333,114.893333333333,103.8,105.793333333333,0.666666666666667,0.8,0,0,"MEMTOR1127",1469.37031097936,1639.5649093112
"33","Away",104,105.066666666667,39.4,40.7333333333333,84.2666666666667,84.8,9.86666666666667,8.66666666666667,29.2,25,15.3333333333333,14.9333333333333,7.53333333333333,7.6,31.4666666666667,32.8,23.1333333333333,24.4666666666667,7.53333333333333,9.8,4.13333333333333,5.13333333333333,16.6666666666667,13.9333333333333,24.7333333333333,18.8,0.561866666666667,0.562266666666667,104.233333333333,108.553333333333,114.5,105.626666666667,0.2,0.6,0,1,"PHOIND1127",1308.02240170484,1582.49951652676
"34","Home",113.866666666667,108.2,42.2,40,89.5333333333333,88.3333333333333,11.8666666666667,10.5333333333333,33.6,34.2,17.6,17.6666666666667,9.26666666666667,9.6,34.2666666666667,32.8,24.7333333333333,24.6666666666667,6.93333333333333,8.8,5.26666666666667,6.26666666666667,12.2666666666667,17.6666666666667,19.2,24.4,0.577866666666667,0.5496,115.06,103.726666666667,110.873333333333,114.953333333333,0.533333333333333,0.2,0,1,"CHOATL1128",1529.07416235813,1324.79795614335
"35","Home",112.533333333333,109.466666666667,38.7333333333333,39.8,85.1333333333333,88.4666666666667,11,9.2,30.5333333333333,27.3333333333333,24.0666666666667,20.6666666666667,10.2,12.4,35.8666666666667,33.8,25.4666666666667,18.4666666666667,6.4,7.13333333333333,4.66666666666667,6.53333333333333,15.8,14.2666666666667,24.2,24,0.5716,0.548066666666667,110.446666666667,110.426666666667,110.42,114.32,0.666666666666667,0.4,0,1,"PHINYK1128",1570.95328211574,1397.62917236228
"36","Away",110.466666666667,102.733333333333,40.2,37.5333333333333,89.8,83.7333333333333,11.8,9.46666666666667,34.4666666666667,31.6,18.2666666666667,18.2,12.5333333333333,10.0666666666667,30.5333333333333,31.5333333333333,22.4,23.6,6.66666666666667,9,3.93333333333333,5.4,12.3333333333333,14.9333333333333,24.4666666666667,22.4666666666667,0.5494,0.5364,112.553333333333,104.086666666667,114.286666666667,111.626666666667,0.333333333333333,0.333333333333333,0,0,"BRKUTA1128",1448.33882096917,1521.2992107868
"37","Away",105.2,108.933333333333,36.7333333333333,38.6666666666667,82.8666666666667,84.0666666666667,14.0666666666667,11.8666666666667,41.3333333333333,32.3333333333333,17.6666666666667,19.7333333333333,10.1333333333333,9.4,29.4,35.5333333333333,20,22.4666666666667,8.26666666666667,7.53333333333333,6.13333333333333,4.6,13.6666666666667,16.2,22.8,21.1333333333333,0.568333333333333,0.5722,111.093333333333,109.506666666667,111.146666666667,106.066666666667,0.533333333333333,0.533333333333333,0,0,"HOUDAL1128",1585.63103014163,1463.70746546111
"38","Home",121.066666666667,100.466666666667,45,37.3333333333333,90.4,86.6,14.3333333333333,10.1333333333333,40.4,29.4666666666667,16.7333333333333,15.6666666666667,9.2,7.13333333333333,40.6,34.8,27.3333333333333,21.8666666666667,6.73333333333333,8.33333333333333,5.33333333333333,4.53333333333333,14.5333333333333,15.2,19.6666666666667,18.5333333333333,0.605133333333333,0.527733333333333,117.286666666667,99.3533333333333,106.32,110.226666666667,0.666666666666667,0.2,0,0,"MILCHI1128",1626.96406051905,1321.5858401821
"39","Home",116.466666666667,110.6,43.1333333333333,40.2666666666667,91.6,87.6666666666667,9.8,10.1333333333333,28.6666666666667,32.0666666666667,20.4,19.9333333333333,12.3333333333333,9.46666666666667,35.8,32.1333333333333,26.3333333333333,24.1333333333333,6.6,8.73333333333333,5.6,6.2,15.3333333333333,14.2666666666667,21.6,21.2,0.565333333333333,0.558266666666667,112.94,108.926666666667,113.446666666667,113.526666666667,0.4,0.4,0,0,"NOPWAS1128",1541.44791507968,1458.0211474771
"40","Home",109.4,107.866666666667,40.3333333333333,41.2,90.2666666666667,88.1333333333333,11,11.2666666666667,31.9333333333333,31.4,17.7333333333333,14.2,12,8.46666666666667,37.9333333333333,32.6,20.2666666666667,27,5.86666666666667,7.73333333333333,4.06666666666667,5.4,14.5333333333333,13.0666666666667,20.2,20.8666666666667,0.549666666666667,0.5616,109.933333333333,109.32,108.46,109.493333333333,0.6,0.533333333333333,0,0,"PORORL1128",1572.54206240964,1419.7857674227
"41","Home",117.4,103.4,41.8,39.2,87.6,84.8,9.66666666666667,9.86666666666667,25.1333333333333,29.1333333333333,24.1333333333333,15.1333333333333,9.66666666666667,7.73333333333333,36.4,31.3333333333333,21.7333333333333,22.6666666666667,5.66666666666667,7.8,5.26666666666667,4.26666666666667,13.4666666666667,15.9333333333333,23.4,24.3333333333333,0.583066666666667,0.556133333333333,115.666666666667,104.3,110.32,113.76,0.666666666666667,0.2,0,1,"LACPHO1128",1581.81009939301,1304.71136216631
"42","Home",108.466666666667,104.4,41.1333333333333,40.0666666666667,88.5333333333333,85.8666666666667,10.4666666666667,9.06666666666667,29.0666666666667,25.8666666666667,15.7333333333333,15.2,10.0666666666667,8.46666666666667,35.8666666666667,34,22.0666666666667,24.2666666666667,7.93333333333333,9.46666666666667,6.6,5.33333333333333,16.4666666666667,13.7333333333333,20.4,18.6666666666667,0.552066666666667,0.5512,106.826666666667,107.593333333333,107.473333333333,105.186666666667,0.6,0.6,0,0,"LALIND1129",1515.06958664725,1585.81055606529
"43","Away",113.133333333333,117.866666666667,43,42.1333333333333,92.3333333333333,87.9333333333333,11.2666666666667,9.66666666666667,29.4666666666667,24.8,15.8666666666667,23.9333333333333,10.0666666666667,10.2,35.6666666666667,36.4,25.1333333333333,21.7333333333333,8.46666666666667,5.86666666666667,4.53333333333333,5.53333333333333,14.5333333333333,13.9333333333333,23.4,22.9333333333333,0.553066666666667,0.5842,107.9,115.866666666667,109.66,110.553333333333,0.533333333333333,0.666666666666667,0,1,"SACLAC1129",1447.51473497779,1584.02217531106
"44","Home",113.133333333333,110.066666666667,39.3333333333333,40.3333333333333,84.8,88.2666666666667,11.0666666666667,10.0666666666667,29.9333333333333,31.8666666666667,23.4,19.3333333333333,10.2,9.93333333333333,35.8666666666667,31.4,25.8,24.4,6.6,9,4.66666666666667,5.86666666666667,15.8,13.9333333333333,23.6666666666667,20.8666666666667,0.578866666666667,0.5534,111.746666666667,108.64,109.093333333333,114.32,0.733333333333333,0.4,0,0,"PHIWAS1130",1576.51058190238,1450.39240163896
"45","Home",107.733333333333,116.733333333333,38.6666666666667,43.2666666666667,88.8,91.8,12.2666666666667,9.73333333333333,33.7333333333333,28.7333333333333,18.1333333333333,20.4666666666667,12.2666666666667,12.6666666666667,34,36.9333333333333,22,26.3333333333333,7.73333333333333,6.73333333333333,6.46666666666667,5.8,15.4666666666667,15.6666666666667,23.2666666666667,21.2,0.539866666666667,0.565333333333333,107.246666666667,113.133333333333,111.593333333333,111.68,0.266666666666667,0.466666666666667,0,0,"MIANOP1130",1436.29319154933,1549.07666091782
"46","Away",106.6,104.933333333333,39.8666666666667,36.5333333333333,88.6666666666667,82.7333333333333,9.33333333333333,13.9333333333333,25.3333333333333,42,17.5333333333333,17.9333333333333,10.4666666666667,10.7333333333333,34.2666666666667,29,23.2,20,5.4,8.53333333333333,4.4,6.06666666666667,12.3333333333333,13.9333333333333,18.3333333333333,23,0.543466666666667,0.566333333333333,108.82,111.12,110.846666666667,112.366666666667,0.4,0.533333333333333,0,0,"SASHOU1130",1497.24647203322,1554.48123836493
"47","Home",108.333333333333,109.8,41.2,39.0666666666667,88.5333333333333,83.5333333333333,10.0666666666667,12,28.4666666666667,31.4666666666667,15.8666666666667,19.6666666666667,10.3333333333333,9.2,36.1333333333333,35.4666666666667,22.4666666666667,22.6,8.13333333333333,7.66666666666667,7,4.93333333333333,16.5333333333333,16.1333333333333,20.2666666666667,21.2,0.550533333333333,0.5794,106.68,110.7,106.546666666667,106.266666666667,0.666666666666667,0.533333333333333,1,0,"LALDAL1130",1523.19587853573,1494.85725723781
"48","Away",110.2,109.466666666667,40.2666666666667,41.8,90.7333333333333,89.4666666666667,11.6,11.1333333333333,32.8,31,18.0666666666667,14.7333333333333,12.2666666666667,11.8,37.4666666666667,34.3333333333333,20.6,27.3333333333333,6.2,8.26666666666667,3.93333333333333,4.6,14.0666666666667,13.5333333333333,19.8,20.4666666666667,0.5484,0.558666666666667,110.706666666667,113.366666666667,109.72,105.213333333333,0.6,0.6,0,0,"PORDEN1130",1574.30207152268,1605.88478359045
"49","Home",109.133333333333,114,39.4666666666667,42,90.1333333333333,86.6666666666667,11.5333333333333,11.4,34.7333333333333,29.7333333333333,18.6666666666667,18.6,12.1333333333333,9.86666666666667,34.2666666666667,36.3333333333333,21.8666666666667,27.4,6.6,6.93333333333333,3.73333333333333,6.53333333333333,13.8666666666667,13.6666666666667,23.4,21.8,0.540266666666667,0.588733333333333,109.56,115.146666666667,106.833333333333,112.246666666667,0.666666666666667,0.666666666666667,1,0,"DETGSW1201",1508.90849329275,1622.4792922827
"50","Home",108.066666666667,100.333333333333,37.4666666666667,37.6,83.4666666666667,87.0666666666667,14.6666666666667,9.2,42.9333333333333,28.7333333333333,18.4666666666667,15.9333333333333,10.9333333333333,7.13333333333333,29.7333333333333,34.7333333333333,21.0666666666667,22.3333333333333,8.33333333333333,8,6.13333333333333,4.33333333333333,13.2666666666667,14.7333333333333,22.9333333333333,18.9333333333333,0.576933333333333,0.523266666666667,114.306666666667,99.2266666666667,112.633333333333,110.393333333333,0.6,0.133333333333333,1,1,"HOUCHI1201",1580.50769407224,1316.6327662242
"51","Away",107.8,109.266666666667,40.2666666666667,40.9333333333333,90.0666666666667,90.0666666666667,10.8666666666667,13.6,30.4,36.8,16.4,13.8,10.6666666666667,9.8,33.5333333333333,34.4666666666667,23.2666666666667,25.7333333333333,9.53333333333333,8.86666666666667,5,5.8,13.1333333333333,12.5333333333333,19.8,21.3333333333333,0.545,0.558866666666667,109.126666666667,110.413333333333,108.066666666667,106.02,0.533333333333333,0.466666666666667,0,1,"MINBOS1201",1532.44186643324,1574.40747190576
"52","Home",107.933333333333,101.933333333333,40.7333333333333,39.1333333333333,87.3333333333333,85.4,9.86666666666667,9.73333333333333,28.2666666666667,28.7333333333333,16.6,13.9333333333333,9.8,7.8,36.6,30.9333333333333,22.4,22.2,8.13333333333333,8.26666666666667,6.66666666666667,4.4,16.4666666666667,15.0666666666667,20.6,23.1333333333333,0.5524,0.547066666666667,106.16,103.506666666667,105.08,113.16,0.733333333333333,0.2,0,0,"LALPHO1202",1529.65231679014,1290.362741964
